Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto
ocds-dgv273-seacev3-2026-10355-4,ocds-dgv273-seacev3-2026-10355-4-2026-03-22T10:01:32.646182-05:00,compiled,2026-03-22T10:01:32.646169-05:00,ocds-dgv273-seacev3-2026-10355-4,2026-03-22T10:01:32.646187-05:00,tender,PE-CONSUCODE-10355,MINAG - PROYECTO ESPECIAL PICHIS PALCAZU,Fondos Públicos,1185809,CP-ABR-3-2026-C-MIDAGRI-PEPP-1,SERVICIO DE SUPERVISOR DEL PROYECTO MEJORAMIENTO DE LA CADENA PRODUCTIVA DEL CULTIVO DE GUANABANA SISTEMAS AGROFORESTALES EN LAS PROVINCIAS DE CHANCHAMAYO Y SATIPO REGION JUNIN,PE-CONSUCODE-10355,MINAG - PROYECTO ESPECIAL PICHIS PALCAZU,2026-01-29T20:27:00-05:00,,Concurso Público Abreviado,services,services,50250.0,PEN,Soles,50250.0,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,12,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-30T00:01:00-05:00,2026-02-03T23:59:00-05:00,4,MEJORAMIENTO DE LA CADENA PRODUCTIVA DEL CULTIVO DE GUANABANA EN SISTEMAS AGROFORESTALES EN LAS PROVINCIAS DE CHANCHAMAYO Y SATIPO REGION JUNIN,2252355
ocds-dgv273-seacev3-2026-1518-3,ocds-dgv273-seacev3-2026-1518-3-2026-03-22T10:01:23.002317-05:00,compiled,2026-03-22T10:01:23.002305-05:00,ocds-dgv273-seacev3-2026-1518-3,2026-03-22T10:01:23.002322-05:00,tender,PE-CONSUCODE-1518,MUNICIPALIDAD DISTRITAL DE TAPICHE,Fondos Públicos,1185514,CP-ABR-2-2026-CS-MDT-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE LA OBRA:¿MEJORAMIENTO Y AMPLIACION DEL SERVICIO DEL PUESTO DE SALUD I-1 EN LA LOCALIDAD DE SAN PEDRO DEL DISTRITO DE TAPICHE - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO"" CON CODIGO UNICO N° 2513651",PE-CONSUCODE-1518,MUNICIPALIDAD DISTRITAL DE TAPICHE,2026-01-27T18:46:00-05:00,,Concurso Público Abreviado,services,services,99416.96,PEN,Soles,99416.96,2026-01-27T00:00:00-05:00,2026-01-27T00:00:00-05:00,5,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,99416.96,PEN,Soles,2026-01-28T00:01:00-05:00,2026-01-30T23:59:00-05:00,2,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DEL PUESTO DE SALUD I-1 EN LA LOCALIDAD DE SAN PEDRO DEL DISTRITO DE TAPICHE - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO,2513651
ocds-dgv273-seacev3-2026-1518-5,ocds-dgv273-seacev3-2026-1518-5-2026-03-22T10:01:22.439560-05:00,compiled,2026-03-22T10:01:22.439548-05:00,ocds-dgv273-seacev3-2026-1518-5,2026-03-22T10:01:22.439566-05:00,tender,PE-CONSUCODE-1518,MUNICIPALIDAD DISTRITAL DE TAPICHE,Fondos Públicos,1185489,CP-ABR-1-2026-CS-MDT-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE LA OBRA: ¿MEJORAMIENTO DE LOS SERVICIOS DE SALUD, DEL ESTABLECIMIENTO DE SALUD I-2 DE LA LOCALIDAD DE IBERIA DEL DISTRITO DE TAPICHE - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO¿ CON CUI: N° 2586930",PE-CONSUCODE-1518,MUNICIPALIDAD DISTRITAL DE TAPICHE,2026-01-27T18:45:00-05:00,,Concurso Público Abreviado,services,services,232802.2,PEN,Soles,232802.2,2026-01-27T00:00:00-05:00,2026-01-27T00:00:00-05:00,3,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,232802.2,PEN,Soles,2026-01-28T00:01:00-05:00,2026-01-30T23:59:00-05:00,2,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD, DEL ESTABLECIMIENTO DE SALUD  I-2 DE LA LOCALIDAD DE IBERIA DEL DISTRITO DE TAPICHE - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO",2586930
ocds-dgv273-seacev3-2026-10355-3,ocds-dgv273-seacev3-2026-10355-3-2026-03-22T10:01:22.335048-05:00,compiled,2026-03-22T10:01:22.335035-05:00,ocds-dgv273-seacev3-2026-10355-3,2026-03-22T10:01:22.335053-05:00,tender,PE-CONSUCODE-10355,MINAG - PROYECTO ESPECIAL PICHIS PALCAZU,Fondos Públicos,1185682,CP-ABR-2-2026-C-MIDAGRI-PEPP-1,SERVICIO DE COORDINADOR DEL PROYECTO MEJORAMIENTO DE LA CADENA PRODUCTIVA DEL CULTIVO DE GUANABANA SISTEMAS AGROFORESTALES EN LAS PROVINCIAS DE CHANCHAMAYO Y SATIPO REGION JUNIN,PE-CONSUCODE-10355,MINAG - PROYECTO ESPECIAL PICHIS PALCAZU,2026-01-28T22:17:00-05:00,,Concurso Público Abreviado,services,services,65000.0,PEN,Soles,65000.0,2026-01-28T00:00:00-05:00,2026-01-28T00:00:00-05:00,13,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-29T00:01:00-05:00,2026-02-02T23:59:00-05:00,4,MEJORAMIENTO DE LA CADENA PRODUCTIVA DEL CULTIVO DE GUANABANA EN SISTEMAS AGROFORESTALES EN LAS PROVINCIAS DE CHANCHAMAYO Y SATIPO REGION JUNIN,2252355
ocds-dgv273-seacev3-1184972,ocds-dgv273-seacev3-1184972-2026-03-22T10:01:22.306299-05:00,compiled,2026-03-22T10:01:22.306287-05:00,ocds-dgv273-seacev3-1184972,2026-03-22T10:01:22.306305-05:00,tender,PE-CONSUCODE-911,MUNICIPALIDAD DISTRITAL DE COLCABAMBA - TAYACAJA,Fondos Públicos,1184972,LP-ABR-2-2026-MDC/CS-1,"CONTRATACIÓN DE UNA PERSONA NATURAL Y/O JURÍDICA PARA LA EJECUCIÓN DE OBRA ""REMODELACIÓN DE RESERVORIO; EN EL(LA) SISTEMA DE RIEGO EN LA LOCALIDAD DE HUANCAYOCCASA EN EL CENTRO POBLADO OCCORO, DISTRITO DE COLCABAMBA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA"" con CUI 2668965",PE-CONSUCODE-911,MUNICIPALIDAD DISTRITAL DE COLCABAMBA - TAYACAJA,2026-01-26T19:51:00-05:00,,Licitación Pública Abreviada,works,works,309380.85,PEN,Soles,309380.85,2026-01-26T00:00:00-05:00,2026-01-26T00:00:00-05:00,11,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,309380.85,PEN,Soles,2026-01-27T00:01:00-05:00,2026-01-29T23:59:00-05:00,2,"REMODELACION DE RESERVORIO; EN EL(LA) SISTEMA DE RIEGO EN LA LOCALIDAD DE HUANCAYOCCASA  EN EL CENTRO POBLADO OCCORO,  DISTRITO DE COLCABAMBA, PROVINCIA TAYACAJA, DEPARTAMENTO HUANCAVELICA",2668965
ocds-dgv273-seacev3-1185116,ocds-dgv273-seacev3-1185116-2026-03-21T10:09:59.056388-05:00,compiled,2026-03-21T10:09:59.056376-05:00,ocds-dgv273-seacev3-1185116,2026-03-21T10:09:59.056394-05:00,tender,PE-CONSUCODE-2397,EMPRESA DE GENERACION ELECTRICA SAN GABAN S.A.,Fondos Públicos,1185116,CP-ABR-19-2025-SAN GABAN S.A.-1,SERVICIO DE LIMPIEZA EN LAS INSTALACIONES ADMINISTRATIVAS DE LA EMPRESA SAN GABÁN S.A.¿,PE-CONSUCODE-2397,EMPRESA DE GENERACION ELECTRICA SAN GABAN S.A.,2026-01-22T18:04:00-05:00,,Concurso Público Abreviado,services,services,437813.76,PEN,Soles,437813.76,2026-01-22T00:00:00-05:00,2026-01-22T00:00:00-05:00,21,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,437813.76,PEN,Soles,2026-01-23T00:01:00-05:00,2026-01-27T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1185443,ocds-dgv273-seacev3-1185443-2026-03-21T10:09:38.134552-05:00,compiled,2026-03-21T10:09:38.134539-05:00,ocds-dgv273-seacev3-1185443,2026-03-21T10:09:38.134558-05:00,tender,PE-CONSUCODE-422,MUNICIPALIDAD DISTRITAL DE YURA,Fondos Públicos,1185443,SIE-SIE-2-2026-MDY-1,"ADQUISICION DE ACERO CORRUGADO Y ALAMBRES  PARA LA OBRA MEJORAMIENTO DE LA VIA DE ACCESO AL RECURSO TURISTICO COMPLEJO DE AGUAS TERMALES DEL DISTRITO DE YURA, CUI 2479793",PE-CONSUCODE-422,MUNICIPALIDAD DISTRITAL DE YURA,2026-01-27T15:11:00-05:00,open,Subasta Inversa Electrónica,goods,goods,221367.3,PEN,Soles,221367.3,2026-01-27T00:00:00-05:00,2026-01-27T00:00:00-05:00,17,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,221367.3,PEN,Soles,,,,MEJORAMIENTO DE LA VÍA DE ACCESO AL RECURSO TURÍSTICO COMPLEJO DE AGUAS TERMALES DEL  DISTRITO DE YURA - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA,2479793
ocds-dgv273-seacev3-2026-1500-2,ocds-dgv273-seacev3-2026-1500-2-2026-03-21T10:09:27.927633-05:00,compiled,2026-03-21T10:09:27.927620-05:00,ocds-dgv273-seacev3-2026-1500-2,2026-03-21T10:09:27.927639-05:00,tender,PE-CONSUCODE-1500,MUNICIPALIDAD DISTRITAL DE TENIENTE CESAR LOPEZ ROJAS,Fondos Públicos,1185830,SIE-SIE-1-2026-MDTCLR-OC-1,ADQUISICIÓN DE SUMINISTRO DE GASOLINA DE 84 OCTANOS PARA LAS DIVERSAS ACTIVIDADES DE LA MUNICIPALIDAD DISTRITAL TENIENTE CESAR LOPEZ ROJAS EN EL AÑO 2026,PE-CONSUCODE-1500,MUNICIPALIDAD DISTRITAL DE TENIENTE CESAR LOPEZ ROJAS,2026-01-30T22:54:00-05:00,open,Subasta Inversa Electrónica,goods,goods,121800.0,PEN,Soles,121800.0,2026-01-30T00:00:00-05:00,2026-01-30T00:00:00-05:00,2,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,121800.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1184426,ocds-dgv273-seacev3-1184426-2026-03-21T10:09:18.252098-05:00,compiled,2026-03-21T10:09:18.252084-05:00,ocds-dgv273-seacev3-1184426,2026-03-21T10:09:18.252103-05:00,tender,PE-CONSUCODE-1270,MUNICIPALIDAD DISTRITAL DE SAYAPULLO,Fondos Públicos,1184426,LP-ABR-1-2026-MDS/CS-1,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN EL POLIDEPORTIVO DE CENTRO POBLADO COLPA DISTRITO DE SAYAPULLO DE LA PROVINCIA DE GRAN CHIMU DEL DEPARTAMENTO DE LA LIBERTAD,PE-CONSUCODE-1270,MUNICIPALIDAD DISTRITAL DE SAYAPULLO,2026-01-20T20:57:00-05:00,,Licitación Pública Abreviada,works,works,405337.61,PEN,Soles,405337.61,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,13,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,405337.61,PEN,Soles,2026-01-21T00:01:00-05:00,2026-01-23T23:59:00-05:00,2,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL POLIDEPORTIVO  DE CENTRO POBLADO COLPA DISTRITO DE SAYAPULLO DE LA PROVINCIA DE GRAN CHIMU DEL DEPARTAMENTO DE LA LIBERTAD,2579039
ocds-dgv273-seacev3-2026-1599-2,ocds-dgv273-seacev3-2026-1599-2-2026-03-21T10:09:18.144816-05:00,compiled,2026-03-21T10:09:18.144802-05:00,ocds-dgv273-seacev3-2026-1599-2,2026-03-21T10:09:18.144822-05:00,tender,PE-CONSUCODE-1599,MUNICIPALIDAD DISTRITAL DE PAIMAS,Fondos Públicos,1185774,LP-ABR-2-2026-MDP-C-1,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE ATENCIÓN Y PROMOCIÓN DE LAS FAMILIAS EN SALÓN MULTIUSOS DE CENTRO POBLADO SAN PEDRO, DISTRITO DE PAIMAS DE LA PROVINCIA DE AYABACA DEL DEPARTAMENTO DE PIURA, CON CUI N 2630511",PE-CONSUCODE-1599,MUNICIPALIDAD DISTRITAL DE PAIMAS,2026-01-29T22:28:00-05:00,,Licitación Pública Abreviada,works,works,329599.9,PEN,Soles,329599.9,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,9,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-30T00:01:00-05:00,2026-02-03T23:59:00-05:00,4,MEJORAMIENTO DEL SERVICIO DE ATENCIÓN Y PROMOCIÓN DE LAS FAMILIAS EN SALÓN MULTIUSOS  DE CENTRO POBLADO SAN PEDRO DISTRITO DE PAIMAS DE LA PROVINCIA DE AYABACA DEL DEPARTAMENTO DE PIURA,2630511
ocds-dgv273-seacev3-1185854,ocds-dgv273-seacev3-1185854-2026-03-20T10:14:17.367140-05:00,compiled,2026-03-20T10:14:17.367128-05:00,ocds-dgv273-seacev3-1185854,2026-03-20T10:14:17.367146-05:00,tender,PE-CONSUCODE-200133,GOBIERNO REGIONAL DE LORETO - UNIDAD EJECUTORA 305 EDUCACION NAUTA,Fondos Públicos,1185854,CP-ABR-1-2025-UE305EN-1,"SERVICVIO DE TRANSPORTE  DE CARGA PARA LA DISTRIBUCIÓN Y/O ENTREGA DE MATERIALES EDUCATIVOS, DIDACTICOS Y DE LECTURA(INCLUYE EL MODULADORECOJO, ESTIBA Y DESESTIBA, TRASLADO Y ENTREGA DE CARGA) DEL ALMACEN DE LA UGEL LORETO NAUTA HASTA LAS INSTITUCIONES EDUCATIVAS PÚBLICAS DEL NIVEL INICIAL, PRIMARIA",PE-CONSUCODE-200133,GOBIERNO REGIONAL DE LORETO - UNIDAD EJECUTORA 305 EDUCACION NAUTA,2026-01-30T14:42:00-05:00,,Concurso Público Abreviado,services,services,484984.91,PEN,Soles,484984.91,2026-01-30T00:00:00-05:00,2026-01-30T00:00:00-05:00,7,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-31T00:01:00-05:00,2026-02-04T23:59:00-05:00,4,,
ocds-dgv273-seacev3-2026-10457-3,ocds-dgv273-seacev3-2026-10457-3-2026-03-20T10:14:17.352656-05:00,compiled,2026-03-20T10:14:17.352643-05:00,ocds-dgv273-seacev3-2026-10457-3,2026-03-20T10:14:17.352661-05:00,tender,PE-CONSUCODE-10457,GOBIERNO REGIONAL DE HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,Fondos Públicos,1186006,SIE-SIE-2-2026-HD-HVCA/OC-1,ADQUISICIÓN DE POLLO ENTERO CON MENUDENCIA REFRIGERADO PARA EL DEPARTAMENTO DE NUTRICIÓN Y DIETÉTICA DEL HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,PE-CONSUCODE-10457,GOBIERNO REGIONAL DE HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,2026-01-30T20:52:00-05:00,open,Subasta Inversa Electrónica,goods,goods,207349.71,PEN,Soles,207349.71,2026-01-30T00:00:00-05:00,2026-01-30T00:00:00-05:00,6,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,207349.71,PEN,Soles,,,,,
ocds-dgv273-seacev3-1185242,ocds-dgv273-seacev3-1185242-2026-03-20T10:13:47.591050-05:00,compiled,2026-03-20T10:13:47.591038-05:00,ocds-dgv273-seacev3-1185242,2026-03-20T10:13:47.591056-05:00,tender,PE-CONSUCODE-399,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,Fondos Públicos,1185242,COMPRE-COMPRE-1-2026-MDCC-2,SERVICIO DE ALQUILER DE TRANSPORTE PARA CUMPLIR CON LA EJECUCIÓN DEL PLAN DE TRABAJO DENOMINADO ¿CLIMÁTICA RECREACIONAL DIRIGIDA A LA POBLACIÓN VULNERABLE DEL DISTRITO DE CERRO COLORADO¿,PE-CONSUCODE-399,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,2026-01-23T16:35:00-05:00,open,Comparación de Precios,services,services,98600.0,PEN,Soles,98600.0,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,4,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,98600.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-2026-200013-6,ocds-dgv273-seacev3-2026-200013-6-2026-03-20T10:13:37.156099-05:00,compiled,2026-03-20T10:13:37.156086-05:00,ocds-dgv273-seacev3-2026-200013-6,2026-03-20T10:13:37.156104-05:00,tender,PE-CONSUCODE-200013,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,Fondos Públicos,1185445,LP-SM-1-2026-UNTRM/E-1,Ejecución de la obra: Construcción de ambientes especializados para el desarrollo de emprendimientos innovadores - START UP.,PE-CONSUCODE-200013,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,2026-01-27T19:50:00-05:00,open,Licitación Pública,works,works,9368006.26,PEN,Soles,9368006.26,2026-01-27T00:00:00-05:00,2026-01-27T00:00:00-05:00,13,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-28T00:01:00-05:00,2026-02-10T23:59:00-05:00,13,"MEJORAMIENTO DEL SERVICIO DE EXTENSION CULTURAL, PROYECCIÓN SOCIAL Y EDUCACIÓN CONTINUA EN EDUCACIÓN SUPERIOR UNIVERSITARIA. EN LA ""DIE - STARTUP AMAZONAS"" DE LA UNTRM -   DISTRITO DE CHACHAPOYAS DE LA PROVINCIA DE CHACHAPOYAS DEL DEPARTAMENTO DE AMAZONAS",2609882
ocds-dgv273-seacev3-1185003,ocds-dgv273-seacev3-1185003-2026-03-20T10:13:28.179857-05:00,compiled,2026-03-20T10:13:28.179844-05:00,ocds-dgv273-seacev3-1185003,2026-03-20T10:13:28.179862-05:00,tender,PE-CONSUCODE-2600,CONSEJO NACIONAL DE LA PERSONA CON DISCAPACIDAD,Fondos Públicos,1185003,DIRECTA-DIRECTA-2-2026-CONADIS-1,"SUPERVISIÓN DE LA EJECUCION Y LIQUIDACION DEL SALDO DE OBRA: MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN TECNICO PRODUCTIVA (CETPRO) ALCIDES SALOMON ZORRILLA, DISTRITO DE BELLAVISTA, PROVINCIA CONSTITUCIONAL DEL CALLAO (DEVIENE DE CONTRATO RESUELTO)",PE-CONSUCODE-2600,CONSEJO NACIONAL DE LA PERSONA CON DISCAPACIDAD,2026-01-21T20:32:00-05:00,direct,Contratación Directa,services,services,647078.71,PEN,Soles,647078.71,,,1,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,,,,,,,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN TÉCNICO PRODUCTIVA DEL CENTRO DE EDUCACIÓN TÉCNICO PRODUCTIVA (CETPRO) ALCIDES SALOMÓN ZORRILLA, DISTRITO DE BELLAVISTA, PROVINCIA CONSTITUCIONAL DEL CALLAO",2309276
ocds-dgv273-seacev3-2026-200395-2,ocds-dgv273-seacev3-2026-200395-2-2026-03-19T10:13:00.784790-05:00,compiled,2026-03-19T10:13:00.784778-05:00,ocds-dgv273-seacev3-2026-200395-2,2026-03-19T10:13:00.784796-05:00,tender,PE-CONSUCODE-200395,GOBIERNO REGIONAL DE LORETO - HOSPITAL DE APOYO SANTA GEMA DE YURIMAGUAS,Fondos Públicos,1184994,CP SER-SM-2-2026-HSGY-CS-1,"SERVICIO DE RECOLECCION, TRANSPORTE , TRATAMIENTO Y DISPOSICION DE RESIDUOS SOLIDOS PELIGROSOS (BIOCONTAMINADOS Y ESPECIALES) GENERADOS EN EL HOSPITAL SANTA GEMA DE YURIMAGUAS. PERIODO 2026-2027",PE-CONSUCODE-200395,GOBIERNO REGIONAL DE LORETO - HOSPITAL DE APOYO SANTA GEMA DE YURIMAGUAS,2026-01-21T19:00:00-05:00,,Concurso Público de Servicios,services,services,2120114.66,PEN,Soles,2120114.66,2026-01-21T00:00:00-05:00,2026-01-21T00:00:00-05:00,5,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,2120116.66,PEN,Soles,2026-01-22T00:01:00-05:00,2026-02-02T23:59:00-05:00,11,,
ocds-dgv273-seacev3-2026-1191-14,ocds-dgv273-seacev3-2026-1191-14-2026-03-19T10:13:00.776056-05:00,compiled,2026-03-19T10:13:00.776043-05:00,ocds-dgv273-seacev3-2026-1191-14,2026-03-19T10:13:00.776062-05:00,tender,PE-CONSUCODE-1191,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,Fondos Públicos,1185643,CP SER-SM-1-2026-MPT/C-1,"SERVICIO DE REPOSICION  DE PAVIMENTO EN EL (LA)  OPTIMIZACION  DE SERVICIO  DE ALCANTARILLADO SANITARIO EN LA AV.ESPAÑA DISTRITO DE TRUJILLO,PROVINCIA DE TRUJILLO, DEPARTAMENTO DE LA LIBERTAD",PE-CONSUCODE-1191,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,2026-01-28T19:21:00-05:00,,Concurso Público de Servicios,services,services,2300000.0,PEN,Soles,2300000.0,2026-01-28T00:00:00-05:00,2026-01-28T00:00:00-05:00,15,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-29T00:01:00-05:00,2026-02-11T23:59:00-05:00,13,,
ocds-dgv273-seacev3-1185266,ocds-dgv273-seacev3-1185266-2026-03-19T10:13:00.718990-05:00,compiled,2026-03-19T10:13:00.718978-05:00,ocds-dgv273-seacev3-1185266,2026-03-19T10:13:00.718996-05:00,tender,PE-CONSUCODE-1693,MUNICIPALIDAD DISTRITAL DE ZEPITA,Fondos Públicos,1185266,LP-ABR-1-2026-MDZ/C-1,"CONTRATACION DE BIENES GRASS SINTETICO, E INCLUYE SERVICIO DE INSTALACION, SEGUN EETT, PARA LA EJECUCION DE LA OBRA: ""MEJORAMIENTO DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESTADIO MUNICIPAL DEL CENTRO POBLADO JOSE CARLOS MARIATEGUI DISTRITO DE ZEPITA-CHUCUITO-PUNO"", CON CUI Nº 2690831.",PE-CONSUCODE-1693,MUNICIPALIDAD DISTRITAL DE ZEPITA,2026-01-23T23:44:00-05:00,,Licitación Pública Abreviada,goods,goods,460264.0,PEN,Soles,460264.0,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,27,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-24T00:01:00-05:00,2026-01-28T23:59:00-05:00,4,MEJORAMIENTO DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESTADIO MUNICIPAL DEL CENTRO POBLADO JOSE CARLOS MARIATEGUI   DISTRITO DE ZEPITA DE LA PROVINCIA DE CHUCUITO DEL DEPARTAMENTO DE PUNO,2690831
ocds-dgv273-seacev3-1185967,ocds-dgv273-seacev3-1185967-2026-03-19T10:12:50.026943-05:00,compiled,2026-03-19T10:12:50.026929-05:00,ocds-dgv273-seacev3-1185967,2026-03-19T10:12:50.026949-05:00,tender,PE-CONSUCODE-1496,MUNICIPALIDAD DISTRITAL DE MANSERICHE,Fondos Públicos,1185967,CP-ABR-2-2026-MDM/OC-1,"SUPERVISIÓN DE EJECUCIÓN DE LA OBRA: ¿MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE EDUCACIÓN INICIAL Y SERVICIO DE EDUCACIÓN PRIMARIA EN I.E. 275, I.E. 62540 DEL CENTRO POBLADO SUWAENTSA DISTRITO DE MANSERICHE DE LA PROVINCIA DE DATEM DEL MARAÑÓN DEL DEPARTAMENTO DE LORETO¿; CUI: 2675532",PE-CONSUCODE-1496,MUNICIPALIDAD DISTRITAL DE MANSERICHE,2026-01-30T19:17:00-05:00,,Concurso Público Abreviado,services,services,118810.78,PEN,Soles,118810.78,2026-01-30T00:00:00-05:00,2026-01-30T00:00:00-05:00,10,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,118811.0,PEN,Soles,2026-01-31T00:01:00-05:00,2026-02-04T23:59:00-05:00,4,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACIÓN INICIAL Y SERVICIO DE EDUCACION PRIMARIA EN I.E. 275 , I.E. 62540  DE CENTRO POBLADO SUWAENTSA DISTRITO DE MANSERICHE DE LA PROVINCIA DE DATEM DEL MARAÑON DEL DEPARTAMENTO DE LORETO",2675532
